-10013.827385	-2618.618622	-6086.156498	-21162.899871	-24259.868176	-25668.162187	-8896.374273	-18954.972202
-10945.515149	-3463.626321	-6903.872717	-22098.968577	-25239.545135	-26652.488309	-9532.571975	-19888.939844
-10348.924738	-2949.938530	-6436.475389	-21513.978721	-24598.720622	-26004.712403	-9291.530763	-19303.614712
-10151.245910	-2733.148960	-6191.857897	-21322.647789	-24429.763786	-25838.370721	-8911.394645	-19107.075823
-10997.304141	-3561.102278	-7032.551710	-22169.264814	-25265.830787	-26686.217092	-9792.679226	-19954.788083
-10013.603868	-2628.676907	-6104.015542	-21184.804581	-24266.886624	-25678.175769	-8911.640514	-18969.009098
-10923.878661	-3456.116135	-6904.945601	-22099.482667	-25221.574333	-26640.843051	-9522.647801	-19881.340251
-10383.435831	-2999.022961	-6480.910657	-21558.458693	-24633.723454	-26040.050511	-9326.868871	-19339.869242
-10143.109875	-2723.627117	-6174.043557	-21298.530257	-24413.268198	-25821.606913	-8902.945686	-19092.010747
-11012.570383	-3562.957473	-7032.864634	-22184.128724	-25285.209749	-26693.637871	-9796.344912	-19968.221482
-10013.134481	-2621.233776	-6098.494661	-21195.511066	-24278.665993	-25670.643231	-8911.461700	-18973.032412
-10909.551192	-3422.409704	-6864.891275	-22054.488606	-25199.088478	-26617.373719	-9504.833460	-19862.564786
-10391.907143	-3002.062798	-6482.028244	-21555.441207	-24637.165622	-26044.409102	-9334.356705	-19346.932393
-10133.319811	-2701.230669	-6159.291406	-21290.595387	-24401.220608	-25808.531142	-8893.133270	-19078.957329
-11020.125272	-3572.524020	-7033.959870	-22171.343526	-25262.969764	-26695.180141	-9786.644255	-19958.252604
-10025.919679	-2627.805189	-6095.700693	-21169.046601	-24259.264679	-25675.717077	-8913.518061	-18963.398810
-10889.702843	-3412.351419	-6855.212969	-22052.789873	-25180.760048	-26594.798457	-9476.782021	-19837.977867
-10413.655390	-3015.965583	-6484.062253	-21549.562699	-24639.087872	-26057.507224	-9341.889243	-19352.609736
-10124.647334	-2700.962448	-6151.580054	-21275.038573	-24377.304241	-25800.864494	-8894.004988	-19066.082724
-11032.396380	-3584.325741	-7046.767419	-22194.745802	-25291.088258	-26719.029453	-9805.978513	-19977.765677
-10031.842891	-2637.550549	-6099.075806	-21164.799769	-24254.682571	-25687.898777	-8927.420846	-18962.504740
-10881.611512	-3398.739207	-6840.393763	-22030.594591	-25163.549204	-26588.674079	-9473.473963	-19821.884611
-10419.019809	-3017.463150	-6508.179785	-21597.171914	-24667.608698	-26070.739457	-9362.072869	-19376.704917
-10108.621133	-2685.048006	-6135.307984	-21252.798587	-24375.314936	-25783.139561	-8890.272247	-19061.053581
-11018.560650	-3572.367558	-7039.972489	-22192.622387	-25293.144619	-26704.836095	-9794.489717	-19978.682098
-10018.364789	-2642.199712	-6115.169062	-21199.310863	-24275.536749	-25676.387629	-8928.449026	-18973.546502
-10844.507616	-3367.580875	-6807.804919	-22003.437221	-25140.437501	-26551.458425	-9437.733524	-19793.006157
-10432.497911	-3033.042316	-6506.235183	-21581.324527	-24663.898309	-26080.551872	-9357.535464	-19369.954690
-10104.173136	-2687.663160	-6143.734591	-21276.223216	-24378.667698	-25778.736267	-8883.119688	-19054.124541
-11041.851168	-3593.758177	-7047.192102	-22181.737087	-25293.882226	-26727.903095	-9799.876487	-19984.001813
-10023.706856	-2630.755619	-6105.133129	-21181.742392	-24272.452208	-25682.713173	-8935.333363	-18975.312290
-10829.911927	-3366.150363	-6810.889460	-22009.002806	-25136.928277	-26547.412759	-9436.437122	-19792.112087
-10432.564966	-3031.187121	-6513.723017	-21595.182609	-24683.009050	-26092.688870	-9375.662729	-19391.434716
-10075.071165	-2654.649634	-6115.727856	-21240.393369	-24351.264459	-25756.183357	-8872.703775	-19039.528851
-11038.431351	-3591.165375	-7053.338832	-22210.369672	-25323.095956	-26728.260723	-9801.977551	-20006.308854
-10027.908984	-2638.310509	-6105.244888	-21176.780305	-24277.704868	-25681.796751	-8933.880500	-18980.900226
-10815.763273	-3352.582854	-6787.554239	-21975.385782	-25105.434669	-26517.036738	-9402.171898	-19758.942098
-10450.334603	-3043.368822	-6527.826968	-21609.845353	-24692.553245	-26097.628605	-9374.031052	-19392.485248
-10076.255807	-2664.327939	-6122.791007	-21247.300058	-24345.832985	-25748.136729	-8861.259682	-19021.312180
-11057.296223	-3610.454930	-7072.650739	-22231.894402	-25330.628494	-26743.415206	-9799.451804	-20005.459488
-10040.604775	-2661.779840	-6144.315737	-21239.320486	-24305.063403	-25696.101868	-8950.689012	-18994.847714
-10782.056842	-3294.110691	-6732.345430	-21912.197401	-25062.541671	-26485.230206	-9373.919293	-19721.078243
-10462.225731	-3061.831362	-6536.231224	-21609.599484	-24694.922530	-26111.509038	-9384.044633	-19403.012920
-10051.490075	-2637.952881	-6097.488832	-21215.828802	-24319.703796	-25721.985188	-8839.846711	-18999.318063
-11053.407020	-3601.603639	-7068.180390	-22236.163585	-25334.338884	-26736.977903	-9787.560676	-20007.247628
-10033.183996	-2636.656479	-6110.765768	-21192.582988	-24275.424990	-25677.616975	-8928.940765	-18971.065458
-10772.847923	-3283.851240	-6720.856633	-21907.436479	-25049.510604	-26467.661735	-9351.344031	-19698.882961
-10497.317969	-3097.080063	-6565.042623	-21639.953153	-24722.325769	-26139.627533	-9401.277828	-19419.173231
-10075.138220	-2658.449430	-6099.299323	-21205.301130	-24310.740746	-25728.489545	-8839.869063	-18987.248121
-11077.010462	-3619.395628	-7073.924789	-22232.386140	-25337.177555	-26751.551241	-9790.958141	-20007.806421
-10034.793321	-2640.590386	-6114.856138	-21199.444973	-24288.389002	-25680.008612	-8938.820236	-18980.140266
-10736.459283	-3257.565589	-6709.144319	-21911.593903	-25042.693322	-26440.414958	-9338.581185	-19692.065679
-10492.937028	-3097.884726	-6574.028024	-21650.726694	-24739.961295	-26145.930725	-9420.053294	-19443.804853
-10047.042077	-2624.139503	-6084.994207	-21200.115526	-24306.158639	-25712.597455	-8844.629984	-18987.941025
-11074.708232	-3609.046770	-7075.154135	-22243.383198	-25348.264020	-26762.570651	-9803.966856	-20025.732520
-10045.052772	-2647.206503	-6128.982440	-21216.901686	-24285.438572	-25694.581949	-8955.606396	-18986.711679
-10730.848996	-3243.640452	-6681.361101	-21872.098371	-25006.997586	-26425.975731	-9316.788234	-19658.716876
-10519.088569	-3117.643668	-6581.560562	-21658.795674	-24741.123586	-26164.974411	-9425.529471	-19442.799025
-10053.457028	-2645.463067	-6097.667646	-21214.688863	-24308.103241	-25714.296188	-8846.127551	-18985.147057
-11077.189276	-3607.012761	-7063.173600	-22228.832213	-25340.396206	-26755.015761	-9788.812374	-20016.054215
-10043.666964	-2654.292006	-6123.729780	-21201.814258	-24280.208263	-25691.698574	-8955.561692	-18984.141229
-10710.039521	-3241.584091	-6689.340674	-21880.904958	-24997.363984	-26413.168182	-9318.241098	-19655.006487
-10534.801845	-3135.569767	-6608.427359	-21693.396174	-24771.253737	-26189.807199	-9459.302957	-19475.678441
-10050.908929	-2632.633165	-6085.351835	-21193.410002	-24291.518246	-25718.006577	-8858.912749	-18982.464848
-11090.130936	-3614.858224	-7070.281454	-22234.107224	-25341.714959	-26776.987526	-9801.463461	-20021.955075
-10073.037156	-2683.930419	-6150.797743	-21221.282628	-24292.792296	-25721.918133	-8982.696710	-19000.301540
-10699.154222	-3212.638582	-6650.694507	-21829.674760	-24961.824711	-26396.806705	-9298.124528	-19625.412777
-10564.127334	-3161.475439	-6628.521577	-21711.657549	-24778.741572	-26215.444650	-9473.250446	-19491.034089
-10032.960478	-2610.817863	-6064.743527	-21172.846398	-24272.854539	-25692.905568	-8836.113970	-18962.482388
-11094.333064	-3625.207081	-7076.964626	-22249.485224	-25359.574003	-26776.093456	-9792.723929	-20030.001704
-10065.974005	-2666.205486	-6136.202054	-21207.357491	-24286.422048	-25706.204856	-8969.866809	-18990.176200
-10667.548855	-3187.358759	-6631.136731	-21820.242324	-24949.777120	-26364.776655	-9274.632844	-19606.391443
-10570.229360	-3157.988567	-6632.209615	-21712.842192	-24793.873703	-26219.289150	-9482.302902	-19504.691005
-10037.095551	-2620.496168	-6077.551076	-21180.736563	-24270.038220	-25696.615958	-8847.870987	-18963.376458
-11110.649837	-3638.171093	-7096.455347	-22268.081876	-25373.901471	-26797.752297	-9810.337104	-20048.665410
-10069.505581	-2671.256980	-6152.563531	-21233.129052	-24302.783525	-25716.173734	-8985.893009	-19002.827287
-10646.649974	-3154.881675	-6592.401158	-21762.239547	-24900.826800	-26341.128509	-9247.475475	-19565.979489
-10584.981511	-3167.488059	-6638.177531	-21718.161907	-24799.953377	-26236.544697	-9489.410757	-19510.547162
-10029.317144	-2629.101590	-6074.801812	-21177.026174	-24269.769999	-25693.419658	-8844.317060	-18960.895414
-11102.200878	-3634.214834	-7087.313484	-22258.671791	-25370.883986	-26792.834913	-9796.836650	-20044.887965
-10075.048813	-2675.861439	-6153.301138	-21227.161137	-24304.012871	-25722.968665	-8991.190373	-19006.202400
-10637.016372	-3152.914721	-6597.117376	-21784.948919	-24909.052242	-26332.456032	-9245.396763	-19564.057239
-10596.537363	-3177.032253	-6647.118228	-21728.309599	-24813.699700	-26250.425130	-9499.960780	-19522.773567
-10023.639801	-2608.269764	-6064.072974	-21168.376049	-24262.058647	-25689.284586	-8845.032316	-18956.134493
-11101.642084	-3628.313974	-7082.373748	-22263.253899	-25368.022963	-26800.948596	-9796.568429	-20045.580869
-10079.563866	-2683.013997	-6154.374022	-21219.002750	-24306.225694	-25733.317522	-9004.981399	-19011.902095
-10588.736604	-3107.272459	-6562.785097	-21757.791550	-24887.125181	-26296.849703	-9218.798187	-19537.458663
-10599.644256	-3180.630884	-6654.941339	-21744.626372	-24838.420729	-26258.941145	-9509.236754	-19540.587907
-10008.530022	-2594.478738	-6045.990413	-21147.968906	-24251.843900	-25673.034867	-8837.142150	-18942.902260
-11108.302904	-3643.982547	-7094.778966	-22278.006050	-25380.517588	-26804.390765	-9796.076691	-20050.095922
-10098.160517	-2715.848710	-6179.340920	-21241.354494	-24313.355900	-25746.594458	-9015.509071	-19019.635799
-10586.926113	-3117.442503	-6562.114544	-21736.445634	-24853.686971	-26285.629128	-9206.728245	-19514.749290
-10612.943544	-3192.097329	-6670.341691	-21768.118056	-24849.574250	-26269.021782	-9511.382522	-19547.919279
-9999.432862	-2575.300941	-6030.768875	-21122.912600	-24229.447452	-25655.332286	-8818.120816	-18921.332827
-11096.210610	-3612.243070	-7080.384443	-22268.774780	-25367.531224	-26786.241148	-9769.634577	-20034.561459
-10087.588142	-2685.182117	-6162.308891	-21238.113491	-24314.808764	-25732.714025	-9006.657780	-19016.841831
-10557.153589	-3082.864354	-6525.703552	-21698.402965	-24820.740500	-26253.487319	-9180.509648	-19482.272206
-10642.425494	-3220.416989	-6695.062720	-21784.926568	-24866.718038	-26296.760296	-9539.545720	-19571.388611
-10005.467833	-2592.623543	-6041.587119	-21135.809557	-24231.615571	-25658.483882	-8828.603784	-18928.932420
-11103.363169	-3624.804750	-7070.035585	-22244.701951	-25362.837358	-26788.364564	-9764.828952	-20033.220355
-10107.771767	-2723.135379	-6193.780147	-21270.277652	-24338.076930	-25747.980267	-9028.115455	-19041.339343
-10525.838795	-3062.792487	-6496.378064	-21665.680011	-24791.415011	-26214.505877	-9146.914976	-19454.556042
-10629.640297	-3218.092408	-6695.129775	-21797.778821	-24871.456608	-26286.389087	-9527.252260	-19574.495503
-9975.829420	-2569.422432	-6025.784436	-21132.076816	-24227.793423	-25638.143794	-8815.885641	-18918.717673
-11070.439049	-3591.523003	-7056.132800	-22256.637783	-25356.534166	-26771.891328	-9750.233263	-20025.017264
-10084.123621	-2688.825451	-6159.000833	-21221.215573	-24308.505572	-25733.831612	-9021.365228	-19021.043959
-10495.798051	-3031.924728	-6478.742537	-21653.095979	-24771.678421	-26192.511760	-9142.623442	-19436.428778
-10645.264166	-3239.035993	-6713.525261	-21809.938170	-24890.701460	-26306.595064	-9549.693412	-19594.969701
-9968.051013	-2550.490505	-6014.027418	-21114.620103	-24218.696263	-25625.470355	-8811.907031	-18909.933437
-11058.905549	-3582.492898	-7048.779076	-22248.278230	-25358.702285	-26757.720322	-9732.888309	-20020.502212
-10085.531781	-2699.263716	-6173.373005	-21246.137768	-24336.557011	-25733.764557	-9024.606231	-19038.433616
-10454.849655	-3000.073493	-6448.567682	-21632.711188	-24752.411217	-26147.830623	-9104.066682	-19407.192696
-10663.726707	-3265.969845	-6735.385267	-21838.526051	-24911.689748	-26319.648483	-9556.331880	-19611.018254
-9966.575797	-2557.978339	-6024.845663	-21131.383912	-24227.256981	-25630.164222	-8817.740836	-18916.594257
-11063.331194	-3586.270343	-7032.752875	-22212.023701	-25331.500212	-26756.446273	-9716.795053	-20000.810325
-10113.247945	-2717.793312	-6194.584810	-21260.711105	-24343.374293	-25759.178491	-9047.069734	-19050.950593
-10452.078039	-3005.795539	-6453.015679	-21625.379816	-24731.959371	-26149.216431	-9106.547726	-19396.530914
-10672.443887	-3251.038879	-6734.558253	-21837.006132	-24918.439975	-26337.865154	-9572.402784	-19629.324332
-9969.325062	-2564.236827	-6043.598776	-21150.047618	-24233.917801	-25636.310951	-8836.672763	-18931.055836
-11049.182540	-3571.004101	-7020.794692	-22194.298767	-25327.946285	-26753.853471	-9718.873765	-20004.297197
-10125.094369	-2746.805876	-6216.355409	-21277.877245	-24358.662886	-25775.987002	-9074.294159	-19072.050640
-10424.138358	-2975.777146	-6422.326734	-21593.595635	-24708.892370	-26118.885114	-9089.046310	-19372.189864
-10680.468164	-3262.594731	-6740.682631	-21855.669839	-24933.147422	-26340.234439	-9572.559246	-19631.291286
-9973.728356	-2576.463232	-6032.333497	-21126.511231	-24210.604931	-25628.644303	-8826.458016	-18910.603989
-11049.406058	-3574.245104	-7024.728599	-22213.521268	-25326.359311	-26745.538622	-9701.595867	-19994.663596
-10119.260564	-2729.058591	-6210.141624	-21279.955957	-24359.780474	-25770.153197	-9068.035670	-19069.815465
-10402.792442	-2952.039594	-6403.595972	-21572.361478	-24684.327803	-26099.103820	-9075.679967	-19351.000410
-10703.825737	-3285.728787	-6760.419221	-21864.878758	-24948.592478	-26370.364591	-9598.487270	-19656.302888
-9985.686539	-2592.847060	-6053.478247	-21150.517005	-24239.975123	-25648.894983	-8856.521113	-18940.555327
-11039.951270	-3562.510438	-7018.581869	-22211.487259	-25331.567267	-26743.191688	-9703.763986	-20005.437136
-10139.041858	-2769.470545	-6257.996709	-21342.987876	-24395.945596	-25794.851875	-9101.496232	-19105.801774
-10381.021843	-2942.249530	-6379.612551	-21533.268277	-24660.836120	-26075.254509	-9061.777182	-19331.219117
-10712.766434	-3306.068874	-6777.853582	-21889.532732	-24970.631298	-26374.991402	-9597.570848	-19668.685754
-9965.882893	-2564.885028	-6025.851491	-21120.655074	-24219.679739	-25619.502439	-8824.893394	-18911.743928
-11046.500331	-3574.692139	-7036.150341	-22244.031399	-25343.570154	-26741.560011	-9689.503573	-19999.536276
-10152.207035	-2755.880684	-6228.939441	-21294.551646	-24383.674489	-25789.532160	-9083.190153	-19085.595797
-10363.542779	-2905.905593	-6352.879864	-21511.184753	-24635.399835	-26044.900840	-9033.099894	-19300.150192
-10723.025885	-3305.018342	-6783.866201	-21898.205209	-24978.856740	-26386.480199	-9603.359950	-19679.056964
-9979.070423	-2593.227040	-6056.294567	-21154.473264	-24235.482423	-25639.261382	-8848.429781	-18930.385283
-11026.651982	-3554.530865	-7006.847204	-22198.500895	-25319.407918	-26728.685406	-9671.733936	-19980.760810
-10148.988384	-2765.536638	-6255.023927	-21336.394112	-24404.439259	-25799.523389	-9099.998665	-19102.694881
-10340.073447	-2886.012541	-6331.377486	-21488.855361	-24616.311445	-26017.519953	-9007.350684	-19273.842189
-10741.957813	-3310.718037	-6781.452213	-21890.672671	-24982.097743	-26392.582225	-9591.848802	-19671.971461
-9974.309501	-2573.512801	-6045.185750	-21153.847415	-24233.023731	-25624.173954	-8828.760246	-18914.582600
-11028.685990	-3555.000252	-6999.895811	-22187.839113	-25303.627587	-26722.896304	-9652.667898	-19966.612156
-10167.495628	-2776.488993	-6249.145418	-21315.137603	-24397.689032	-25810.363985	-9105.184270	-19104.214800
-10326.684752	-2873.584971	-6321.833291	-21478.327689	-24603.235674	-26010.255636	-9010.144652	-19268.388363
-10760.599167	-3330.007592	-6805.860317	-21921.786299	-25008.942188	-26421.527734	-9624.884680	-19708.449508
-9965.949949	-2564.840325	-6029.248956	-21121.526792	-24214.337673	-25619.614198	-8835.175197	-18911.363949
-11015.967848	-3531.039182	-6986.484764	-22184.531055	-25305.058098	-26712.815668	-9647.817570	-19965.695735
-10174.782297	-2795.353865	-6277.375672	-21349.849862	-24417.760899	-25813.381471	-9116.203680	-19118.363454
-10291.212534	-2830.937842	-6290.093814	-21453.584308	-24571.250328	-25965.730961	-8978.561637	-19233.005551
-10785.186086	-3347.419601	-6817.662039	-21930.212907	-25025.884810	-26432.390682	-9627.946869	-19716.317322
-9982.803164	-2588.488470	-6040.737753	-21129.349903	-24219.053891	-25621.603503	-8832.269470	-18906.066585
-11008.010627	-3513.135435	-6968.044575	-22168.996593	-25292.451715	-26694.889569	-9626.494006	-19946.562641
-10185.265265	-2796.672618	-6278.560314	-21354.051990	-24430.277876	-25821.048119	-9126.708999	-19125.650123
-10279.388461	-2828.233281	-6286.249314	-21439.502709	-24550.954944	-25953.303391	-8974.940655	-19216.264095
-10795.534944	-3382.198916	-6857.559902	-21978.179750	-25054.718561	-26454.831833	-9652.131456	-19744.949906
-9958.350355	-2561.107583	-6019.391837	-21109.322740	-24198.937321	-25603.900922	-8823.373475	-18892.409669
-10994.018435	-3509.000362	-6955.058212	-22147.494214	-25277.498398	-26686.373554	-9611.116005	-19933.643333
-10184.080623	-2785.966132	-6266.512724	-21333.309571	-24418.632617	-25821.450451	-9121.031656	-19121.224477
-10251.985222	-2803.802824	-6256.946177	-21411.004235	-24527.485612	-25927.084795	-8950.331384	-19190.246664
-10786.862467	-3356.650872	-6834.984640	-21961.572404	-25043.252116	-26443.477147	-9632.953660	-19731.717674
-9955.221111	-2555.519647	-6017.804863	-21107.445193	-24204.346443	-25601.956320	-8825.832167	-18893.504905
-10977.433440	-3493.152975	-6941.714220	-22141.772168	-25266.478988	-26673.655411	-9598.487270	-19921.282818
-10199.458623	-2813.302316	-6295.301771	-21372.559234	-24440.291457	-25845.031541	-9150.513607	-19143.598574
-10242.172807	-2808.250822	-6262.645872	-21417.419185	-24518.656673	-25924.693158	-8961.194332	-19187.095068
-10821.842947	-3398.448634	-6877.587065	-22006.745280	-25086.770962	-26487.688898	-9675.489029	-19774.677727
-9957.053954	-2574.228057	-6035.060410	-21112.876667	-24198.333823	-25607.186628	-8836.806874	-18895.628321
-10969.923254	-3488.302647	-6947.950357	-22146.063703	-25263.372095	-26668.782731	-9597.995531	-19921.126356
-10201.671446	-2816.655078	-6306.835271	-21385.299729	-24449.612135	-25848.406654	-9159.431953	-19152.986306
-10218.144681	-2769.314083	-6215.282525	-21344.038408	-24478.311775	-25893.177199	-8937.836759	-19152.293402
-10830.068389	-3409.915079	-6883.152650	-22005.717099	-25086.726259	-26498.149514	-9680.696986	-19780.667994
-9949.007326	-2554.916150	-6024.912718	-21113.167240	-24197.640919	-25604.951454	-8839.153807	-18895.740079
-10970.280882	-3495.611667	-6950.096124	-22151.785749	-25267.350706	-26676.315269	-9602.823508	-19926.602534
-10211.997952	-2825.081685	-6301.224983	-21367.127760	-24442.884260	-25857.459111	-9164.170523	-19155.556757
-10193.602466	-2766.386004	-6208.241726	-21349.536937	-24458.128149	-25867.651506	-8917.250802	-19131.238059
-10852.464837	-3424.667230	-6889.612304	-22014.210762	-25105.792297	-26520.568314	-9692.744576	-19795.464849
-9947.956794	-2552.993900	-6018.967154	-21106.126440	-24196.031594	-25607.477201	-8843.221825	-18892.633187
-10962.524827	-3483.184097	-6938.517921	-22144.566136	-25259.080560	-26665.944060	-9591.379415	-19917.237153
-10218.904641	-2829.037944	-6305.225945	-21375.956699	-24460.273917	-25862.063570	-9176.508686	-19169.347783
-10166.802724	-2743.296652	-6193.400168	-21334.494213	-24439.240925	-25841.008227	-8904.689122	-19113.781347
-10866.546436	-3424.063733	-6890.975760	-22026.057187	-25124.992445	-26528.704349	-9700.143003	-19812.720396
-9926.789692	-2541.885083	-6002.158642	-21085.786353	-24173.858663	-25578.531692	-8822.769978	-18868.560358
-10958.680327	-3475.338635	-6928.817264	-22130.484537	-25255.928964	-26655.952830	-9580.225894	-19907.380033
-10225.252536	-2842.292528	-6329.835216	-21410.490145	-24480.524597	-25876.972184	-9186.924599	-19185.821019
-10130.481139	-2693.988704	-6143.555777	-21277.765486	-24400.661814	-25808.285273	-8874.201342	-19074.196407
-10888.115870	-3451.869303	-6919.809511	-22051.337010	-25152.015704	-26558.096893	-9720.527794	-19838.514309
-9921.022942	-2535.872464	-5997.844755	-21082.724164	-24173.121056	-25579.693983	-8821.518281	-18868.605062
-10967.151638	-3491.498946	-6936.573319	-22129.143432	-25258.074732	-26670.682629	-9591.245304	-19913.079728
-10246.866673	-2857.938750	-6332.718591	-21402.085889	-24479.407010	-25891.478466	-9198.547506	-19185.150467
